Material Name,Density (tonne/mm³),Young's Modulus (MPa),Shear Modulus (MPa),Bulk Modulus (MPa),Poisson's Ratio,Yield Stress (MPa),Ultimate Stress (MPa),Elongation (%),CTE (1/C),Yield Offset (%)
MAGNESIUM CAST AZ91A   8.7-AL 0.7-ZN TEMPER-T4,1.8103E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,8.9632E+01,2.7579E+02,15.000,,0.2000
MAGNESIUM CAST AZ91A   8.7-AL 0.7-ZN TEMPER-T6,1.8103E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.3100E+02,2.7579E+02,5.000,,0.2000
MAGNESIUM CAST AZ92A   9.0-AL 2.0-ZN TEMPER-F,1.8186E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,9.6527E+01,1.6547E+02,2.000,,0.2000
MAGNESIUM CAST AZ92A   9.0-AL 2.0-ZN TEMPER-T4,1.8186E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,9.6527E+01,2.7579E+02,10.000,,0.2000
MAGNESIUM CAST AZ92A   9.0-AL 2.0-ZN TEMPER-T5,1.8186E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.1721E+02,1.7926E+02,1.000,,0.2000
MAGNESIUM CAST AZ92A   9.0-AL 2.0-ZN TEMPER-T6,1.8186E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.5168E+02,2.7579E+02,2.000,,0.2000
MAGNESIUM CAST EZ33A   2.5-RE 3.2-ZN TEMPER-T5,1.8269E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.1032E+02,1.5858E+02,3.000,,0.2000
MAGNESIUM CAST HK31A   3.2-TH 0.3-ZN TEMPER-T6,1.7881E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.0342E+02,2.2063E+02,8.000,,0.2000
MAGNESIUM CAST HZ32A   3.2-TH 2.1-ZN TEMPER-T5,1.8269E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.0342E+02,1.9995E+02,6.000,,0.2000
MAGNESIUM CAST K1A     0.7-ZR        TEMPER-F,1.7411E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,5.5158E+01,1.7926E+02,19.000,,0.2000
MAGNESIUM CAST QE22A 2.5-AG 2.2-RE 0.7-ZR TEMPER-T6,1.8103E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9305E+02,2.6200E+02,3.000,,0.2000
MAGNESIUM CAST QH21A 2.5-AG 1-RE 1.1-TH 0.7-ZR TEMPER-T6,1.8186E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.0684E+02,2.7579E+02,4.000,,0.2000
MAGNESIUM CAST ZE41A 4.2-ZN 1.25-RE 0.7-ZR     TEMPER-T5,1.8186E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.3790E+02,2.0684E+02,3.500,,0.2000
MAGNESIUM CAST ZE63A 5.75-ZN 2.6-RE 0.7-ZR     TEMPER-T6,1.8601E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9305E+02,3.0337E+02,10.000,,0.2000
MAGNESIUM CAST ZE62A 5.7-ZN 1.8-TH 0.75-ZR     TEMPER-T5,1.8518E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.7237E+02,2.7579E+02,6.000,,0.2000
MAGNESIUM CAST ZK51A 4.6-ZN 0.75-ZR  TEMPER-T5,1.8103E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.6547E+02,2.7579E+02,8.000,,0.2000
MAGNESIUM CAST ZK61A 60.0-ZN 0.8-ZR  TEMPER-T6,1.8269E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9305E+02,3.1026E+02,10.000,,0.2000
MOLYBDENIUM DRAWN 14 MIN.,1.0186E-08,2.8958E+05,1.0969E+05,2.6813E+05,0.3200,4.1369E+02,1.4824E+03,3.000,5.4000E-12,0.2000
MONEL SAND CAST NI.63 CU.32 SI.012,8.6361E-09,1.3100E+05,4.9248E+04,1.2843E+05,0.3300,2.4132E+02,5.5158E+02,35.000,1.2240E-11,0.2000
MONEL WROUGHT NI.67 CU.30 ANNEALED,8.8299E-09,1.7926E+05,6.5906E+04,2.1341E+05,0.3600,2.4132E+02,5.1711E+02,40.000,1.4040E-11,0.2000
MONEL WROUGHT NI.67 CU.30 COLD DRAWN,8.8299E-09,1.7926E+05,6.5906E+04,2.1341E+05,0.3600,5.5158E+02,6.8948E+02,25.000,1.4040E-11,0.2000
MONEL WROUGHT NI.67 CU.30 COLD ROLLED HARD,8.8299E-09,1.7926E+05,6.5906E+04,2.1341E+05,0.3600,6.8948E+02,7.5842E+02,5.000,1.4040E-11,0.2000
MONEL WROUGHT NI.67 CU.30 HOT ROLLED,8.8299E-09,1.7926E+05,6.5906E+04,2.1341E+05,0.3600,3.4474E+02,6.2053E+02,35.000,1.4040E-11,0.2000
MULBERRY,1.6387E-08,7.5842E+04,2.7680E+04,9.7234E+04,0.3700,4.1369E+02,8.9632E+02,15.000,2.5200E-11,0.2000
NICKEL SILVER CU.65 ZN.2 NI.15 1/2 HARD,8.6915E-09,1.2411E+05,4.7369E+04,1.0886E+05,0.3100,4.2748E+02,5.1021E+02,10.000,1.6200E-11,0.5000
NICKEL SILVER CU.65 ZN.2 NI.15 ANNEALED,8.6915E-09,1.2411E+05,4.7369E+04,1.0886E+05,0.3100,1.3100E+02,3.7921E+02,42.000,1.6200E-11,0.5000
NICKEL SILVER CU.65 ZN.2 NI.15 FULL HARD,8.6915E-09,1.2411E+05,4.7369E+04,1.0886E+05,0.3100,5.1711E+02,5.8605E+02,3.000,1.6200E-11,0.5000
NICKEL WROUGHT (99.0) ANNEALED,8.8852E-09,2.0684E+05,7.8948E+04,1.8144E+05,0.3100,1.3790E+02,4.8263E+02,40.000,1.2960E-11,0.2000
NICKEL WROUGHT (99.0) COLD DRAWN,8.8852E-09,2.0684E+05,7.8948E+04,1.8144E+05,0.3100,4.8263E+02,6.5500E+02,25.000,1.2960E-11,0.2000
NICKEL WROUGHT (99.0) COLD ROLLED HARD,8.8852E-09,2.0684E+05,7.8948E+04,1.8144E+05,0.3100,6.5500E+02,7.2395E+02,5.000,1.2960E-11,0.2000
NICKEL WROUGHT (99.0) HOT ROLLED,8.8852E-09,2.0684E+05,7.8948E+04,1.8144E+05,0.3100,1.7237E+02,5.1711E+02,40.000,1.2960E-11,0.2000
PALLADIUM COMMERCIAL (99.5) ANNEALED,1.1958E-08,1.1721E+05,4.2162E+04,1.7759E+05,0.3900,3.4474E+01,2.0684E+02,40.000,1.1700E-11,0.2000
PALLADIUM COMMERCIAL (99.5) COLD ROLLED,1.1930E-08,1.1721E+05,4.2162E+04,1.7759E+05,0.3900,2.2063E+02,3.1026E+02,1.500,1.1700E-11,0.2000
PLATINUM PURE (99.99) ANNEALED,1.9985E-08,1.4479E+05,5.2083E+04,2.1938E+05,0.3900,6.8948E+01,1.6547E+02,24.000,8.8200E-12,0.2000
PLATINUM PURE (99.99) COLD ROLLED,2.1369E-08,1.4479E+05,5.2083E+04,2.1938E+05,0.3900,1.8616E+02,2.4821E+02,2.500,8.8200E-12,0.2000
PLUTONIUM ALPHA,1.9293E-08,9.6527E+04,4.0557E+04,5.1896E+04,0.1900,2.7579E+02,4.1369E+02,15.000,4.7880E-11,0.2000
PLUTONIUM DELTA,1.5805E-08,4.1369E+04,1.6034E+04,3.2832E+04,0.2900,1.1032E+02,1.6547E+02,35.000,6.5700E-11,0.2000
PLUTONIUM TAILWIND,1.5805E-08,3.4474E+04,1.3362E+04,2.7360E+04,0.2900,5.5158E+01,9.7906E+01,36.000,1.4940E-11,0.2000
PLUTONIUM TAILWIND FAST STRAIN RATE 5 IN/IN-MIN,1.5805E-08,3.4474E+04,1.3362E+04,2.7360E+04,0.2900,6.3432E+01,1.0894E+02,36.000,1.4940E-11,0.2000
POLYCARBONATE,1.1902E-09,2.3442E+03,8.4935E+02,3.2559E+03,0.3800,5.5158E+01,6.8948E+01,110.000,7.0200E-11,0.2000
POLYETHYLENE TYPE III,1.2179E-09,1.0342E+03,3.5663E+02,3.4474E+03,0.4500,1.2411E+01,2.7579E+01,150.000,1.7100E-10,0.2000
SILVER PURE (99.9) ANNEALED,1.0491E-08,7.5842E+04,2.7680E+04,9.7234E+04,0.3700,8.2737E+01,1.5858E+02,45.000,1.9620E-11,0.2000
SILVER PURE (99.9) COLD ROLLED,1.0491E-08,7.5842E+04,2.7680E+04,9.7234E+04,0.3700,2.6200E+02,2.9647E+02,6.000,1.9620E-11,0.2000
STEEL WROUGHT STAINLESS 201 SHEET ANNEALED,7.7504E-09,1.9719E+05,7.6430E+04,1.5650E+05,0.2900,3.7921E+02,7.5842E+02,55.000,1.5660E-11,0.2000
STEEL WROUGHT STAINLESS 201 SHEET 10% CR,7.7504E-09,1.9719E+05,7.6430E+04,1.5650E+05,0.2900,6.2053E+02,8.9632E+02,36.000,1.5660E-11,0.2000
STEEL WROUGHT STAINLESS 201 SHEET 40% CR,7.7504E-09,1.9719E+05,7.6430E+04,1.5650E+05,0.2900,1.1376E+03,1.3100E+03,10.000,1.5660E-11,0.2000
STEEL WROUGHT STAINLESS 202 SHEET ANNEALED,7.7504E-09,1.9719E+05,7.6430E+04,1.5650E+05,0.2900,3.4474E+02,7.2395E+02,55.000,1.6560E-11,0.2000
STEEL WROUGHT STAINLESS 202 SHEET 10% CR,7.7504E-09,1.9719E+05,7.6430E+04,1.5650E+05,0.2900,6.7569E+02,8.8253E+02,31.000,1.6560E-11,0.2000
STEEL WROUGHT STAINLESS 202 SHEET 40% CR,7.7504E-09,1.9719E+05,7.6430E+04,1.5650E+05,0.2900,1.0687E+03,1.2686E+03,8.000,1.6560E-11,0.2000
STEEL WROUGHT STAINLESS 203 EZ 1 IN. BAR ANNEALED,7.8611E-09,1.9719E+05,7.6430E+04,1.5650E+05,0.2900,3.1026E+02,5.9984E+02,53.000,1.6200E-11,0.2000
STEEL WROUGHT STAINLESS 203 EZ 1 IN. BAR CD,7.8611E-09,1.9719E+05,7.6430E+04,1.5650E+05,0.2900,5.5158E+02,7.9290E+02,15.000,1.6200E-11,0.2000
STEEL WROUGHT STAINLESS 203 EZ 1 IN. BAR FULL HARD,7.8611E-09,1.9719E+05,7.6430E+04,1.5650E+05,0.2900,9.6527E+02,1.1721E+03,17.000,1.6200E-11,0.2000
STEEL WROUGHT STAINLESS 301 SHEET ANNEALED,7.9165E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,2.7579E+02,8.2737E+02,75.000,1.6920E-11,0.2000
STEEL WROUGHT STAINLESS 301 SHEET 10% CR,7.9165E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,6.0674E+02,1.0342E+03,55.000,1.6920E-11,0.2000
STEEL WROUGHT STAINLESS 301 SHEET 40% CR,7.9165E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,1.1721E+03,1.3445E+03,23.000,1.6920E-11,0.2000
STEEL WROUGHT STAINLESS 301 SHEET 60% CR,7.9165E-09,1.8616E+05,7.2154E+04,1.4774E+05,0.2900,1.5858E+03,1.6203E+03,10.000,1.6920E-11,0.2000
STEEL WROUGHT STAINLESS 302 SHEET ANNEALED,7.9441E-09,1.9236E+05,7.4560E+04,1.5267E+05,0.2900,2.7579E+02,6.4121E+02,68.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 302 SHEET 10% CR,7.9441E-09,1.9236E+05,7.4560E+04,1.5267E+05,0.2900,6.3432E+02,7.4463E+02,43.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 302 SHEET 40% CR,7.9441E-09,1.9236E+05,7.4560E+04,1.5267E+05,0.2900,9.1011E+02,1.0411E+03,13.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 302B PLATE ANEALED,7.9441E-09,1.9236E+05,7.4560E+04,1.5267E+05,0.2900,2.7579E+02,6.2053E+02,50.000,1.6560E-11,0.2000
STEEL WROUGHT STAINLESS 303 1 IN. BAR ANNEALED,8.0272E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,2.5511E+02,6.2053E+02,65.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 303 1 IN. BAR 10% CR,8.0272E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,3.1026E+02,7.2395E+02,45.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 303 1 IN. BAR 40% CR,8.0272E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,5.5158E+02,1.1928E+03,13.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 303 SE 1 IN. BAR ANNEALED,7.9165E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,2.4132E+02,6.2053E+02,50.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 303 SE 1 IN. BAR HALF HARD,7.9165E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,7.2395E+02,9.4458E+02,25.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 303 SE 1 IN. BAR FULL HARD,7.9165E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,9.4458E+02,1.2066E+03,14.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 304 BAR ANNEALED,8.0272E-09,1.9374E+05,7.5094E+04,1.5376E+05,0.2900,2.3442E+02,5.9984E+02,57.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 304 BAR 10% CR,8.0272E-09,1.9374E+05,7.5094E+04,1.5376E+05,0.2900,4.8263E+02,6.7569E+02,35.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 304 BAR 40% CR,8.0272E-09,1.9374E+05,7.5094E+04,1.5376E+05,0.2900,9.3079E+02,1.0066E+03,12.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 304L BAR ANNEALED,7.9165E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,2.2063E+02,5.8605E+02,57.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 304L BAR 10% CR,7.9165E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,5.0332E+02,7.3084E+02,35.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 304L BAR 40% CR,7.9165E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,9.4458E+02,1.0618E+03,9.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 305 SHEET ANNEALED,7.9165E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,2.2753E+02,5.9295E+02,62.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 305 SHEET 10% CR,7.9165E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,4.8263E+02,6.4811E+02,45.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 305 SHEET 40% CR,7.9165E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,8.9632E+02,9.9974E+02,10.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 308 SHEET ANNEALED,8.0272E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,2.2753E+02,5.5158E+02,58.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 308 SHEET 10% CR,8.0272E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,4.4126E+02,6.4121E+02,38.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 308 SHEET 40% CR,8.0272E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,8.8253E+02,1.0549E+03,11.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS 309 SHEET ANNEALED,8.0272E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,2.5511E+02,5.5158E+02,55.000,1.4940E-11,0.2000
STEEL WROUGHT STAINLESS 309 SHEET 10% CR,8.0272E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,3.9300E+02,5.9984E+02,45.000,1.4940E-11,0.2000
STEEL WROUGHT STAINLESS 309 SHEET 40% CR,8.0272E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,8.5495E+02,9.3079E+02,8.000,1.4940E-11,0.2000
STEEL WROUGHT STAINLESS 310 SHEET ANNEALED,7.9441E-09,1.9443E+05,7.5361E+04,1.5431E+05,0.2900,3.1026E+02,5.8605E+02,47.000,1.4940E-11,0.2000
STEEL WROUGHT STAINLESS 310 SHEET 10% CR,7.9441E-09,1.9443E+05,7.5361E+04,1.5431E+05,0.2900,4.6195E+02,7.4463E+02,28.000,1.4940E-11,0.2000
STEEL WROUGHT STAINLESS 310 SHEET 40% CR,7.9441E-09,1.9443E+05,7.5361E+04,1.5431E+05,0.2900,9.5148E+02,1.0687E+03,5.000,1.4940E-11,0.2000
STEEL WROUGHT STAINLESS 314 SHEET ANNEALED,7.7227E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,3.4474E+02,6.8948E+02,40.000,1.5120E-11,0.2000
STEEL WROUGHT STAINLESS 316 SHEET ANNEALED,7.9441E-09,1.9374E+05,7.5094E+04,1.5376E+05,0.2900,2.6200E+02,5.8605E+02,61.000,1.6020E-11,0.2000
STEEL WROUGHT STAINLESS 316 SHEET 10% CR,7.9441E-09,1.9374E+05,7.5094E+04,1.5376E+05,0.2900,4.8263E+02,6.5500E+02,40.000,1.6020E-11,0.2000
STEEL WROUGHT STAINLESS 316 SHEET 40% CR,7.9441E-09,1.9374E+05,7.5094E+04,1.5376E+05,0.2900,8.8253E+02,9.8595E+02,8.000,1.6020E-11,0.2000
STEEL WROUGHT STAINLESS 316L SHEET ANNEALED,7.8611E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,2.5511E+02,5.3090E+02,55.000,1.6020E-11,0.2000
STEEL WROUGHT STAINLESS 316L SHEET HALF HARD,7.8611E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,6.2053E+02,8.6184E+02,25.000,1.6020E-11,0.2000
STEEL WROUGHT STAINLESS 316L SHEET FULL HARD,7.8611E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,8.7563E+02,1.1376E+03,12.000,1.6020E-11,0.2000
STEEL WROUGHT STAINLESS 317 1 IN. BAR ANNEALED,8.0272E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,2.6200E+02,5.9984E+02,55.000,1.8540E-11,0.2000
STEEL WROUGHT STAINLESS 317 1 IN. BAR 10% CR,8.0272E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,3.9300E+02,7.1705E+02,37.000,1.8540E-11,0.2000
STEEL WROUGHT STAINLESS 317 1 IN. BAR 40% CR,8.0272E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,9.2390E+02,1.0204E+03,7.000,1.8540E-11,0.2000
STEEL WROUGHT STAINLESS 321 SHEET ANNEALED,7.8888E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,2.2063E+02,6.2053E+02,55.000,1.6740E-11,0.2000
STEEL WROUGHT STAINLESS 321 SHEET 10% CR,7.8888E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,4.8263E+02,6.8948E+02,45.000,1.6740E-11,0.2000
STEEL WROUGHT STAINLESS 321 SHEET 40% CR,7.8888E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,9.1700E+02,1.0342E+03,7.000,1.6740E-11,0.2000
STEEL WROUGHT STAINLESS 347 SHEET ANNEALED,7.9165E-09,1.9443E+05,7.5361E+04,1.5431E+05,0.2900,2.7579E+02,6.5500E+02,50.000,1.6740E-11,0.2000
STEEL WROUGHT STAINLESS 347 SHEET 10% CR,7.9165E-09,1.9443E+05,7.5361E+04,1.5431E+05,0.2900,5.3090E+02,7.2395E+02,33.000,1.6740E-11,0.2000
STEEL WROUGHT STAINLESS 347 SHEET 40% CR,7.9165E-09,1.9443E+05,7.5361E+04,1.5431E+05,0.2900,9.5148E+02,1.0894E+03,5.000,1.6740E-11,0.2000
STEEL WROUGHT STAINLESS 348 BAR,8.0272E-09,1.9443E+05,7.5361E+04,1.5431E+05,0.2900,2.5511E+02,6.2053E+02,50.000,1.6740E-11,0.2000
STEEL WROUGHT STAINLESS 19-9DL SHEET ANNEALED,7.9441E-09,2.0340E+05,7.8835E+04,1.6142E+05,0.2900,4.6195E+02,7.7911E+02,33.000,1.5120E-11,0.2000
STEEL WROUGHT STAINLESS 19-9DL SHEET HR+SR AT 1200F,7.9441E-09,2.0340E+05,7.8835E+04,1.6142E+05,0.2900,7.1016E+02,8.7563E+02,19.000,1.5120E-11,0.2000
STEEL WROUGHT STAINLESS 21-6-9 SHEET ANNEALED,7.8334E-09,2.0271E+05,7.8568E+04,1.6088E+05,0.2900,4.6884E+02,7.7221E+02,44.000,1.6740E-11,0.2000
STEEL WROUGHT STAINLESS 21-6-9 SHEET CR,7.8334E-09,2.0271E+05,7.8568E+04,1.6088E+05,0.2900,8.9632E+02,9.9974E+02,20.000,1.6740E-11,0.2000
STEEL WROUGHT STAINLESS 21-6-9 SHEET 60 %CR,7.8334E-09,2.0271E+05,7.8568E+04,1.6088E+05,0.2900,1.2548E+03,1.3927E+03,6.000,1.6740E-11,0.2000
STEEL WROUGHT STAINLESS 22-13-5 SHEET ANNEALED,7.8888E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,5.9295E+02,8.8253E+02,36.000,1.9440E-11,0.2000
STEEL WROUGHT STAINLESS 22-13-5 SHEET 60% CR,7.8888E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,1.3721E+03,1.4617E+03,5.000,1.9440E-11,0.2000
STEEL WROUGHT STAINLESS 18-2MN 0.25 IN BAR ANNEALED,7.8888E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,4.4816E+02,8.2737E+02,60.000,1.9440E-11,0.2000
STEEL WROUGHT STAINLESS 18-2MN 0.25 IN BAR 20% CR,7.8888E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,9.3079E+02,1.1859E+03,28.000,1.9440E-11,0.2000
STEEL WROUGHT STAINLESS 18-2MN 0.25 IN BAR 60% CR,7.8888E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,1.5444E+03,1.8271E+03,9.500,1.9440E-11,0.2000
STEEL WROUGHT STAINLESS 400 SHEET ANEALED,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,2.2063E+02,4.2748E+02,32.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS 405 SHEET ANNEALED,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,3.2405E+02,4.6195E+02,27.000,1.0800E-11,0.2000
STEEL WROUGHT STAINLESS 405 SHEET ??% CR,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,4.4816E+02,6.2053E+02,20.000,1.0800E-11,0.2000
STEEL WROUGHT STAINLESS 405 SHEET ??% CR,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,8.6184E+02,8.9632E+02,10.000,1.0800E-11,0.2000
STEEL WROUGHT STAINLESS 430 SHEET ANNEALED,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,3.5853E+02,5.1711E+02,25.000,1.0440E-11,0.2000
STEEL WROUGHT STAINLESS 430 SHEET ??% CR,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,4.4816E+02,6.2053E+02,20.000,1.0440E-11,0.2000
STEEL WROUGHT STAINLESS 430 SHEET ??% CR,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,8.6184E+02,8.9632E+02,2.000,1.0440E-11,0.2000
STEEL WROUGHT STAINLESS 442 SHEET ANNEALED,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,3.5853E+02,5.5158E+02,25.000,1.0440E-11,0.2000
STEEL WROUGHT STAINLESS 442 SHEET ??% CR,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,4.8263E+02,6.2053E+02,20.000,1.0440E-11,0.2000
STEEL WROUGHT STAINLESS 442 SHEET ??% CR,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,6.8948E+02,7.5842E+02,15.000,1.0440E-11,0.2000
STEEL WROUGHT STAINLESS 446 SHEET ANNEALED,7.4736E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,3.5853E+02,5.5158E+02,25.000,1.0440E-11,0.2000
STEEL WROUGHT STAINLESS 446 SHEET ??% CR,7.4736E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,4.8263E+02,6.2053E+02,20.000,1.0440E-11,0.2000
STEEL WROUGHT STAINLESS 446 SHEET ??% CR,7.4736E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,7.5498E+02,7.6187E+02,15.000,1.0440E-11,0.2000
STEEL WROUGHT STAINLESS 18 SR SHEET ANNEALED,7.4736E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,4.4816E+02,5.8605E+02,27.000,1.0620E-11,0.2000
STEEL WROUGHT STAINLESS 261 E-BRITE STRIP ANNEALED,7.6673E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,3.1716E+02,4.4816E+02,44.000,1.0620E-11,0.2000
STEEL WROUGHT STAINLESS 261 E-BRITE STRIP 20% CR,7.6673E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,6.0674E+02,6.6190E+02,8.000,1.0620E-11,0.2000
STEEL WROUGHT STAINLESS 261 E-BRITE STRIP 60% CR,7.6673E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,7.9979E+02,8.5495E+02,3.000,1.0620E-11,0.2000
STEEL WROUGHT STAINLESS 403 BAR ANNEALED,7.6950E-09,2.0477E+05,7.9370E+04,1.6252E+05,0.2900,3.1026E+02,5.1711E+02,30.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS 403 BAR TEMPER 1200F,7.6950E-09,2.0477E+05,7.9370E+04,1.6252E+05,0.2900,5.8605E+02,7.5842E+02,23.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS 403 BAR TEMPER  600F,7.6950E-09,2.0477E+05,7.9370E+04,1.6252E+05,0.2900,9.6527E+02,1.2411E+03,15.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS 410 1 IN. BAR ANNEALED,7.7227E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,2.4132E+02,4.4816E+02,27.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS 410 1 IN. BAR TEMPER 1000F,7.7227E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,7.1705E+02,8.1358E+02,22.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS 410 1 IN. BAR TEMPER  600F,7.7227E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,9.8595E+02,1.2480E+03,17.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS 410 1 IN. BAR TEMPER  300F,7.7227E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.0204E+03,1.2962E+03,17.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS 414 BAR ANEALED,7.7504E-09,1.9650E+05,7.6163E+04,1.5595E+05,0.2900,6.2053E+02,7.9290E+02,15.000,1.0080E-11,0.2000
STEEL WROUGHT STAINLESS 414 BAR TEMPER 1200F,7.7504E-09,1.9650E+05,7.6163E+04,1.5595E+05,0.2900,7.2395E+02,8.2737E+02,20.000,1.0080E-11,0.2000
STEEL WROUGHT STAINLESS 414 BAR TEMPER  800F,7.7504E-09,1.9650E+05,7.6163E+04,1.5595E+05,0.2900,1.0342E+03,1.3790E+03,17.000,1.0080E-11,0.2000
